FBID,female_narrow_heritability,male_narrow_heritability
FBgn0004838,0.012,0.093
FBgn0004839,0.002,0.099
FBgn0004841,0.000,0.073
FBgn0004842,0.000,0.094
FBgn0004852,0.334,0.321
FBgn0004854,0.014,0.128
FBgn0004855,0.047,0.034
FBgn0004856,0.024,0.059
FBgn0004858,0.162,0.000
FBgn0004859,0.320,0.242
FBgn0004860,0.117,0.000
FBgn0004861,0.142,0.000
FBgn0004862,0.133,0.118
FBgn0004863,0.000,0.106
FBgn0004864,0.076,0.126
FBgn0004865,0.000,0.062
FBgn0004867,0.015,0.121
FBgn0004868,0.097,0.000
FBgn0004870,0.000,0.063
FBgn0004872,0.356,0.000
FBgn0004875,0.000,0.130
FBgn0004876,0.082,0.254
FBgn0004878,0.082,0.000
FBgn0004880,0.173,0.000
FBgn0004882,0.272,0.310
FBgn0004885,0.435,0.482
FBgn0004888,0.097,0.264
FBgn0004889,0.070,0.103
FBgn0004892,0.002,0.174
FBgn0004893,0.133,0.171
FBgn0004895,0.000,0.000
FBgn0004896,0.000,0.003
FBgn0004897,0.000,0.020
FBgn0004898,0.000,0.011
FBgn0004901,0.239,0.071
FBgn0004903,0.000,0.134
FBgn0004907,0.027,0.110
FBgn0004908,0.000,0.010
FBgn0004910,0.215,0.264
FBgn0004911,0.000,0.046
FBgn0004913,0.289,0.112
FBgn0004914,0.154,0.406
FBgn0004915,0.108,0.131
FBgn0004919,0.191,0.166
FBgn0004921,0.098,0.000
FBgn0004924,0.168,0.000
FBgn0004926,0.000,0.000
FBgn0004956,0.026,0.018
FBgn0004957,0.079,0.142
FBgn0004959,0.000,0.000
FBgn0005198,0.057,0.095
FBgn0005278,0.122,0.210
FBgn0005322,0.082,0.062
FBgn0005355,0.000,0.000
FBgn0005386,0.096,0.099
FBgn0005390,0.336,0.000
FBgn0005391,0.377,0.003
FBgn0005411,0.020,0.026
FBgn0005427,0.265,0.089
FBgn0005533,0.030,0.128
FBgn0005536,0.000,0.053
FBgn0005558,0.007,0.000
FBgn0005561,0.046,0.000
FBgn0005564,0.032,0.075
FBgn0005585,0.146,0.304
FBgn0005586,0.244,0.000
FBgn0005590,0.000,0.060
FBgn0005592,0.000,0.038
FBgn0005593,0.037,0.102
FBgn0005596,0.169,0.187
FBgn0005612,0.406,0.352
FBgn0005613,0.097,0.000
FBgn0005614,0.430,0.299
FBgn0005616,0.000,0.027
FBgn0005617,0.079,0.032
FBgn0005619,0.005,0.000
FBgn0005624,0.178,0.000
FBgn0005626,0.217,0.258
FBgn0005630,0.070,0.157
FBgn0005631,0.578,0.307
FBgn0005632,0.000,0.177
FBgn0005633,0.279,0.188
FBgn0005636,0.024,0.112
FBgn0005638,0.009,0.000
FBgn0005640,0.089,0.071
FBgn0005642,0.144,0.000
FBgn0005648,0.207,0.021
FBgn0005649,0.069,0.145
FBgn0005655,0.145,0.021
FBgn0005658,0.118,0.000
FBgn0005659,0.210,0.124
FBgn0005660,0.068,0.000
FBgn0005664,0.372,0.262
FBgn0005666,0.452,0.131
FBgn0005670,0.252,0.192
FBgn0005671,0.094,0.240
FBgn0005672,0.314,0.094
FBgn0005674,0.096,0.121
FBgn0005677,0.024,0.053
FBgn0005683,0.242,0.152
FBgn0005694,0.284,0.373
FBgn0005695,0.140,0.046
FBgn0005696,0.337,0.000
FBgn0005771,0.227,0.024
FBgn0005775,0.065,0.110
FBgn0005777,0.241,0.122
FBgn0005778,0.000,0.084
FBgn0005779,0.148,0.141
FBgn0008635,0.071,0.113
FBgn0008636,0.000,0.068
FBgn0008646,0.015,0.104
FBgn0008651,0.127,0.000
FBgn0008654,0.286,0.177
FBgn0010014,0.012,0.000
FBgn0010015,0.000,0.076
FBgn0010019,0.499,0.230
FBgn0010038,0.403,0.416
FBgn0010039,0.549,0.561
FBgn0010040,0.031,0.064
FBgn0010041,0.150,0.497
FBgn0010042,0.114,0.006
FBgn0010043,0.051,0.156
FBgn0010044,0.139,0.239
FBgn0010051,0.378,0.210
FBgn0010052,0.041,0.246
FBgn0010053,0.653,0.739
FBgn0010078,0.085,0.117
FBgn0010097,0.197,0.000
FBgn0010100,0.232,0.324
FBgn0010105,0.080,0.000
FBgn0010109,0.097,0.079
FBgn0010113,0.034,0.076
FBgn0010114,0.170,0.122
FBgn0010173,0.185,0.264
FBgn0010194,0.000,0.000
FBgn0010197,0.056,0.000
FBgn0010198,0.000,0.000
FBgn0010213,0.066,0.258
FBgn0010215,0.160,0.075
FBgn0010217,0.064,0.090
FBgn0010220,0.182,0.000
FBgn0010222,0.490,0.536
FBgn0010223,0.115,0.224
FBgn0010225,0.212,0.218
FBgn0010226,0.396,0.277
FBgn0010228,0.178,0.000
FBgn0010235,0.004,0.105
FBgn0010238,0.396,0.111
FBgn0010240,0.044,0.000
FBgn0010241,0.464,0.491
FBgn0010246,0.210,0.277
FBgn0010247,0.622,0.346
FBgn0010258,0.000,0.079
FBgn0010263,0.398,0.277
FBgn0010265,0.000,0.024
FBgn0010269,0.209,0.000
FBgn0010278,0.136,0.004
FBgn0010280,0.023,0.000
FBgn0010282,0.163,0.202
FBgn0010287,0.010,0.076
FBgn0010288,0.189,0.148
FBgn0010292,0.129,0.144
FBgn0010294,0.060,0.000
FBgn0010295,0.000,0.003
FBgn0010296,0.082,0.000
FBgn0010300,0.129,0.072
FBgn0010303,0.176,0.199
FBgn0010309,0.101,0.256
FBgn0010313,0.106,0.030
FBgn0010314,0.231,0.081
FBgn0010315,0.153,0.000
FBgn0010316,0.200,0.022
FBgn0010317,0.117,0.000
FBgn0010323,0.000,0.000
FBgn0010328,0.062,0.000
FBgn0010333,0.138,0.056
FBgn0010339,0.000,0.000
FBgn0010340,0.000,0.091
FBgn0010341,0.000,0.140
FBgn0010342,0.231,0.009
FBgn0010348,0.061,0.084
FBgn0010350,0.094,0.058
FBgn0010352,0.300,0.403
FBgn0010355,0.104,0.025
FBgn0010356,0.107,0.095
FBgn0010357,0.641,0.696
FBgn0010379,0.183,0.375
FBgn0010380,0.121,0.164
FBgn0010381,0.329,0.500
FBgn0010382,0.126,0.013
FBgn0010383,0.271,0.076
FBgn0010385,0.468,0.163
FBgn0010387,0.124,0.187
FBgn0010388,0.288,0.272
FBgn0010389,0.234,0.308
FBgn0010391,0.000,0.124
FBgn0010395,0.115,0.250
FBgn0010397,0.212,0.093
FBgn0010398,0.141,0.173
FBgn0010399,0.244,0.248
FBgn0010401,0.000,0.012
FBgn0010403,0.085,0.137
FBgn0010406,0.072,0.266
FBgn0010407,0.037,0.085
FBgn0010408,0.000,0.055
FBgn0010409,0.000,0.102
FBgn0010411,0.064,0.000
FBgn0010412,0.016,0.215
FBgn0010414,0.006,0.000
FBgn0010415,0.109,0.007
FBgn0010416,0.056,0.101
FBgn0010417,0.202,0.036
FBgn0010421,0.023,0.000
FBgn0010422,0.083,0.180
FBgn0010423,0.249,0.085
FBgn0010424,0.256,0.400
FBgn0010425,0.331,0.448
FBgn0010431,0.320,0.000
FBgn0010433,0.245,0.000
FBgn0010434,0.369,0.203
FBgn0010435,0.413,0.224
FBgn0010438,0.117,0.149
FBgn0010441,0.059,0.135
FBgn0010452,0.091,0.074
FBgn0010453,0.031,0.089
FBgn0010470,0.253,0.285
FBgn0010488,0.077,0.100
FBgn0010497,0.204,0.215
FBgn0010501,0.256,0.083
FBgn0010504,0.070,0.061
FBgn0010516,0.024,0.091
FBgn0010520,0.213,0.047
FBgn0010531,0.070,0.144
FBgn0010548,0.235,0.229
FBgn0010549,0.653,0.000
FBgn0010551,0.219,0.026
FBgn0010575,0.096,0.045
FBgn0010583,0.186,0.000
FBgn0010590,0.034,0.019
FBgn0010591,0.095,0.037
FBgn0010602,0.000,0.055
FBgn0010607,0.057,0.022
FBgn0010611,0.126,0.352
FBgn0010612,0.099,0.092
FBgn0010620,0.153,0.236
FBgn0010621,0.193,0.000
FBgn0010622,0.000,0.041
FBgn0010638,0.166,0.041
FBgn0010651,0.141,0.191
FBgn0010660,0.114,0.182
FBgn0010704,0.107,0.202
FBgn0010741,0.027,0.108
FBgn0010747,0.013,0.105
FBgn0010750,0.182,0.133
FBgn0010762,0.184,0.348
FBgn0010768,0.152,0.082
FBgn0010770,0.250,0.104
FBgn0010772,0.333,0.290
FBgn0010774,0.175,0.000
FBgn0010786,0.286,0.367
FBgn0010803,0.000,0.007
FBgn0010808,0.000,0.118
FBgn0010812,0.181,0.263
FBgn0010825,0.063,0.000
FBgn0010830,0.163,0.000
FBgn0010877,0.129,0.307
FBgn0010894,0.000,0.087
FBgn0010905,0.052,0.062
FBgn0010909,0.058,0.203
FBgn0010926,0.257,0.000
FBgn0011016,0.333,0.145
FBgn0011020,0.242,0.000
FBgn0011202,0.048,0.000
FBgn0011204,0.337,0.281
FBgn0011205,0.090,0.059
FBgn0011206,0.266,0.265
FBgn0011207,0.188,0.038
FBgn0011211,0.226,0.268
FBgn0011217,0.109,0.194
FBgn0011224,0.405,0.345
FBgn0011225,0.134,0.197
FBgn0011227,0.082,0.037
FBgn0011230,0.046,0.154
FBgn0011232,0.147,0.336
FBgn0011236,0.279,0.220
FBgn0011239,0.000,0.297
FBgn0011241,0.000,0.154
FBgn0011244,0.000,0.384
FBgn0011259,0.383,0.000
FBgn0011260,0.354,0.392
FBgn0011270,0.000,0.269
FBgn0011272,0.000,0.026
FBgn0011274,0.226,0.178
FBgn0011276,0.100,0.000
FBgn0011277,0.000,0.087
FBgn0011278,0.000,0.075
FBgn0011279,0.000,0.125
FBgn0011280,0.361,0.347
FBgn0011281,0.091,0.183
FBgn0011283,0.122,0.000
FBgn0011284,0.131,0.040
FBgn0011286,0.451,0.192
FBgn0011288,0.288,0.151
FBgn0011289,0.000,0.076
FBgn0011290,0.045,0.000
FBgn0011291,0.038,0.026
FBgn0011293,0.120,0.039
FBgn0011294,0.063,0.050
FBgn0011296,0.163,0.369
FBgn0011297,0.073,0.346
FBgn0011300,0.100,0.119
FBgn0011305,0.017,0.171
FBgn0011327,0.130,0.171
FBgn0011335,0.186,0.157
FBgn0011336,0.124,0.230
FBgn0011361,0.106,0.170
FBgn0011455,0.116,0.187
FBgn0011474,0.116,0.000
FBgn0011476,0.000,0.014
FBgn0011481,0.088,0.072
FBgn0011509,0.101,0.094
FBgn0011554,0.000,0.162
FBgn0011555,0.295,0.304
FBgn0011556,0.203,0.255
FBgn0011559,0.069,0.440
FBgn0011566,0.161,0.000
FBgn0011569,0.000,0.265
FBgn0011570,0.234,0.087
FBgn0011571,0.097,0.097
FBgn0011573,0.177,0.176
FBgn0011576,0.242,0.475
FBgn0011581,0.055,0.000
FBgn0011582,0.000,0.024
FBgn0011584,0.208,0.191
FBgn0011586,0.387,0.000
FBgn0011589,0.000,0.096
FBgn0011591,0.031,0.111
FBgn0011592,0.360,0.243
FBgn0011596,0.094,0.228
FBgn0011603,0.096,0.255
FBgn0011604,0.244,0.439
FBgn0011606,0.218,0.234
FBgn0011638,0.109,0.000
FBgn0011640,0.071,0.079
FBgn0011642,0.438,0.000
FBgn0011648,0.133,0.032
FBgn0011653,0.000,0.095
FBgn0011655,0.052,0.000
FBgn0011656,0.259,0.068
FBgn0011659,0.154,0.023
FBgn0011660,0.211,0.178
FBgn0011661,0.000,0.175
FBgn0011666,0.092,0.000
FBgn0011668,0.000,0.207
FBgn0011669,0.049,0.254
FBgn0011670,0.000,0.268
FBgn0011672,0.116,0.210
FBgn0011674,0.399,0.065
FBgn0011676,0.061,0.000
FBgn0011692,0.169,0.061
FBgn0011693,0.292,0.261
FBgn0011694,0.000,0.294
FBgn0011695,0.259,0.376
FBgn0011701,0.016,0.000
FBgn0011703,0.189,0.000
FBgn0011704,0.262,0.000
FBgn0011705,0.188,0.080
FBgn0011706,0.033,0.000
FBgn0011708,0.082,0.175
FBgn0011710,0.078,0.204
FBgn0011715,0.173,0.000
FBgn0011722,0.428,0.577
FBgn0011723,0.092,0.000
FBgn0011725,0.097,0.350
FBgn0011726,0.124,0.169
FBgn0011737,0.177,0.179
FBgn0011739,0.001,0.022
FBgn0011740,0.223,0.288
FBgn0011741,0.107,0.000
FBgn0011742,0.002,0.015
FBgn0011743,0.010,0.314
FBgn0011745,0.050,0.033
FBgn0011746,0.107,0.338
FBgn0011747,0.121,0.075
FBgn0011754,0.074,0.120
FBgn0011758,0.000,0.092
FBgn0011760,0.164,0.045
FBgn0011761,0.374,0.000
FBgn0011762,0.138,0.068
FBgn0011763,0.195,0.143
FBgn0011764,0.316,0.238
FBgn0011766,0.151,0.109
FBgn0011768,0.333,0.132
FBgn0011769,0.030,0.000
FBgn0011770,0.159,0.086
FBgn0011771,0.000,0.000
FBgn0011774,0.218,0.121
FBgn0011785,0.013,0.025
FBgn0011787,0.129,0.000
FBgn0011802,0.192,0.658
FBgn0011812,0.016,0.000
FBgn0011817,0.050,0.384
FBgn0011818,0.160,0.176
FBgn0011822,0.393,0.116
FBgn0011823,0.238,0.381
FBgn0011824,0.048,0.000
FBgn0011826,0.009,0.197
FBgn0011828,0.313,0.126
FBgn0011829,0.067,0.020
FBgn0011832,0.325,0.033
FBgn0011834,0.283,0.183
FBgn0011836,0.110,0.000
FBgn0011837,0.032,0.136
FBgn0011877,0.076,0.008
FBgn0011902,0.009,0.189
FBgn0011953,0.000,0.051
FBgn0011965,0.039,0.000
FBgn0011987,0.028,0.237
FBgn0012034,0.291,0.278
FBgn0012036,0.387,0.408
FBgn0012037,0.120,0.172
FBgn0012042,0.125,0.146
FBgn0012051,0.165,0.237
FBgn0012058,0.107,0.229
FBgn0012344,0.117,0.034
FBgn0013269,0.022,0.007
FBgn0013272,0.294,0.197
FBgn0013275,0.000,0.000
FBgn0013276,0.479,0.000
FBgn0013277,0.067,0.083
FBgn0013278,0.015,0.000
FBgn0013279,0.054,0.126
FBgn0013300,0.000,0.046
FBgn0013301,0.061,0.296
FBgn0013303,0.175,0.087
FBgn0013305,0.000,0.105
FBgn0013307,0.342,0.322
FBgn0013308,0.113,0.170
FBgn0013323,0.026,0.023
FBgn0013325,0.000,0.011
FBgn0013334,0.236,0.000
FBgn0013342,0.073,0.000
FBgn0013343,0.236,0.011
FBgn0013347,0.177,0.000
FBgn0013348,0.235,0.053
FBgn0013432,0.008,0.000
FBgn0013433,0.117,0.000
FBgn0013435,0.000,0.075
FBgn0013467,0.319,0.311
FBgn0013469,0.192,0.079
FBgn0013531,0.073,0.014
FBgn0013548,0.180,0.044
FBgn0013563,0.069,0.000
FBgn0013672,0.256,0.139
FBgn0013674,0.157,0.068
FBgn0013675,0.000,0.061
FBgn0013676,0.047,0.133
FBgn0013678,0.165,0.017
FBgn0013679,0.000,0.000
FBgn0013680,0.028,0.009
FBgn0013684,0.042,0.118
FBgn0013685,0.007,0.000
FBgn0013686,0.101,0.000
FBgn0013692,0.036,0.000
FBgn0013717,0.136,0.069
FBgn0013718,0.164,0.114
FBgn0013720,0.016,0.111
FBgn0013725,0.000,0.205
FBgn0013726,0.167,0.127
FBgn0013732,0.195,0.028
FBgn0013733,0.331,0.215
FBgn0013746,0.102,0.053
FBgn0013749,0.011,0.000
FBgn0013750,0.112,0.000
FBgn0013751,0.000,0.005
FBgn0013753,0.192,0.182
FBgn0013755,0.000,0.000
FBgn0013756,0.188,0.509
FBgn0013762,0.015,0.000
FBgn0013763,0.192,0.323
FBgn0013764,0.113,0.000
FBgn0013765,0.088,0.107
FBgn0013767,0.000,0.031
FBgn0013770,0.035,0.238
FBgn0013771,0.592,0.604
FBgn0013772,0.887,0.880
FBgn0013773,0.486,0.311
FBgn0013799,0.000,0.000
FBgn0013809,0.732,0.661
FBgn0013810,0.156,0.512
FBgn0013811,0.000,0.306
FBgn0013812,0.097,0.000
FBgn0013813,0.248,0.610
FBgn0013949,0.379,0.330
FBgn0013953,0.270,0.051
FBgn0013954,0.531,0.173
FBgn0013972,0.000,0.047
FBgn0013973,0.000,0.000
FBgn0013981,0.165,0.027
FBgn0013983,0.148,0.235
FBgn0013984,0.134,0.367
FBgn0013987,0.010,0.052
FBgn0013995,0.362,0.137
FBgn0013997,0.097,0.104
FBgn0013998,0.065,0.068
FBgn0014000,0.180,0.173
FBgn0014001,0.000,0.145
FBgn0014002,0.064,0.300
FBgn0014006,0.092,0.115
FBgn0014007,0.286,0.140
FBgn0014009,0.000,0.044
FBgn0014010,0.049,0.143
FBgn0014011,0.132,0.120
FBgn0014018,0.280,0.485
FBgn0014019,0.435,0.342
FBgn0014020,0.040,0.049
FBgn0014022,0.284,0.000
FBgn0014023,0.030,0.008
FBgn0014024,0.000,0.245
FBgn0014026,0.000,0.083
FBgn0014028,0.199,0.388
FBgn0014029,0.110,0.000
FBgn0014031,0.077,0.189
FBgn0014032,0.235,0.151
FBgn0014033,0.318,0.179
FBgn0014037,0.097,0.173
FBgn0014073,0.109,0.159
FBgn0014075,0.028,0.290
FBgn0014076,0.285,0.000
FBgn0014092,0.135,0.110
FBgn0014127,0.142,0.421
FBgn0014133,0.151,0.083
FBgn0014135,0.489,0.361
FBgn0014141,0.277,0.218
FBgn0014143,0.066,0.000
FBgn0014163,0.120,0.214
FBgn0014179,0.160,0.057
FBgn0014184,0.038,0.278
FBgn0014189,0.130,0.000
FBgn0014269,0.019,0.000
FBgn0014340,0.104,0.000
FBgn0014342,0.185,0.225
FBgn0014343,0.179,0.038
FBgn0014366,0.003,0.013
FBgn0014368,0.000,0.096
FBgn0014380,0.074,0.242
FBgn0014388,0.197,0.044
FBgn0014391,0.161,0.122
FBgn0014395,0.139,0.170
FBgn0014396,0.272,0.222
FBgn0014411,0.112,0.014
FBgn0014417,0.881,0.512
FBgn0014427,0.348,0.315
FBgn0014454,0.276,0.044
FBgn0014455,0.385,0.025
FBgn0014464,0.245,0.000
FBgn0014465,0.287,0.000
FBgn0014466,0.371,0.000
FBgn0014467,0.048,0.063
FBgn0014469,0.610,0.632
FBgn0014848,0.047,0.019
FBgn0014849,0.040,0.000
FBgn0014850,0.015,0.008
FBgn0014851,0.002,0.000
FBgn0014857,0.167,0.087
FBgn0014859,0.000,0.194
FBgn0014861,0.146,0.000
FBgn0014863,0.519,0.388
FBgn0014865,0.397,0.403
FBgn0014868,0.047,0.073
FBgn0014869,0.207,0.426
FBgn0014870,0.107,0.005
FBgn0014877,0.308,0.340
FBgn0014879,0.282,0.083
FBgn0014903,0.293,0.366
FBgn0014906,0.201,0.256
FBgn0014930,0.083,0.031
FBgn0014931,0.293,0.000
FBgn0014949,0.000,0.081
FBgn0015000,0.110,0.160
FBgn0015001,0.022,0.227
FBgn0015008,0.000,0.282
FBgn0015010,0.286,0.255
FBgn0015011,0.068,0.088
FBgn0015019,0.259,0.000
FBgn0015024,0.071,0.201
FBgn0015025,0.261,0.179
FBgn0015031,0.003,0.116
FBgn0015032,0.025,0.040
FBgn0015033,0.126,0.221
FBgn0015034,0.160,0.512
FBgn0015035,0.515,0.605
FBgn0015036,0.009,0.025
FBgn0015037,0.843,0.877
FBgn0015038,0.232,0.429
FBgn0015039,0.481,0.552
FBgn0015075,0.278,0.440
FBgn0015129,0.000,0.000
FBgn0015218,0.118,0.182
FBgn0015221,0.181,0.340
FBgn0015222,0.193,0.309
FBgn0015229,0.376,0.000
FBgn0015230,0.058,0.250
FBgn0015239,0.000,0.000
FBgn0015240,0.171,0.023
FBgn0015245,0.241,0.134
FBgn0015247,0.153,0.107
FBgn0015268,0.134,0.155
FBgn0015269,0.000,0.049
FBgn0015270,0.239,0.032
FBgn0015271,0.247,0.139
FBgn0015277,0.090,0.013
FBgn0015278,0.079,0.068
FBgn0015279,0.000,0.043
FBgn0015282,0.028,0.076
FBgn0015283,0.165,0.131
FBgn0015286,0.007,0.037
FBgn0015288,0.098,0.239
FBgn0015295,0.164,0.027
FBgn0015296,0.096,0.129
FBgn0015298,0.053,0.000
FBgn0015299,0.090,0.016
FBgn0015300,0.051,0.133
FBgn0015316,0.142,0.168
FBgn0015320,0.000,0.065
FBgn0015321,0.231,0.199
FBgn0015323,0.230,0.062
FBgn0015324,0.036,0.038
FBgn0015331,0.119,0.205
FBgn0015336,0.152,0.070
FBgn0015338,0.125,0.067
FBgn0015351,0.000,0.019
FBgn0015359,0.072,0.178
FBgn0015360,0.105,0.000
FBgn0015371,0.077,0.000
FBgn0015372,0.000,0.000
FBgn0015374,0.000,0.000
FBgn0015376,0.094,0.132
FBgn0015379,0.157,0.049
FBgn0015380,0.147,0.032
FBgn0015381,0.165,0.285
FBgn0015391,0.149,0.056
FBgn0015393,0.038,0.076
FBgn0015396,0.135,0.006
FBgn0015399,0.368,0.054
FBgn0015400,0.075,0.000
FBgn0015402,0.119,0.000
FBgn0015477,0.076,0.007
FBgn0015509,0.138,0.065
FBgn0015513,0.000,0.193
FBgn0015519,0.000,0.000
FBgn0015520,0.352,0.348
FBgn0015521,0.099,0.142
FBgn0015522,0.414,0.277
FBgn0015524,0.011,0.000
FBgn0015527,0.132,0.018
FBgn0015541,0.362,0.436
FBgn0015543,0.000,0.039
FBgn0015544,0.151,0.272
FBgn0015546,0.212,0.185
FBgn0015550,0.090,0.010
FBgn0015553,0.118,0.000
FBgn0015558,0.139,0.000
FBgn0015561,0.000,0.000
FBgn0015565,0.374,0.000
FBgn0015568,0.486,0.446
FBgn0015569,0.699,0.479
FBgn0015570,0.466,0.470
FBgn0015571,0.138,0.064
FBgn0015572,0.053,0.044
FBgn0015574,0.086,0.128
FBgn0015575,0.323,0.197
FBgn0015576,0.479,0.401
FBgn0015577,0.349,0.193
FBgn0015582,0.049,0.180
FBgn0015583,0.078,0.489
FBgn0015584,0.000,0.203
FBgn0015585,0.104,0.102
FBgn0015586,0.050,0.631
FBgn0015589,0.147,0.056
FBgn0015591,0.059,0.166
FBgn0015600,0.141,0.283
FBgn0015602,0.228,0.000
FBgn0015609,0.260,0.000
FBgn0015614,0.096,0.218
FBgn0015615,0.070,0.000
FBgn0015618,0.112,0.000
FBgn0015621,0.135,0.081
FBgn0015622,0.000,0.283
FBgn0015623,0.372,0.365
FBgn0015625,0.203,0.024
FBgn0015663,0.220,0.027
FBgn0015664,0.078,0.000
FBgn0015714,0.863,0.895
FBgn0015721,0.000,0.268
FBgn0015737,0.168,0.289
FBgn0015754,0.089,0.078
FBgn0015756,0.062,0.085
FBgn0015765,0.334,0.497
FBgn0015766,0.417,0.313
FBgn0015770,0.057,0.008
FBgn0015772,0.000,0.182
FBgn0015773,0.170,0.033
FBgn0015774,0.200,0.027
FBgn0015776,0.140,0.247
FBgn0015777,0.404,0.154
FBgn0015778,0.097,0.200
FBgn0015781,0.037,0.000
FBgn0015789,0.120,0.211
FBgn0015790,0.021,0.107
FBgn0015791,0.211,0.113
FBgn0015793,0.022,0.137
FBgn0015794,0.101,0.115
FBgn0015795,0.111,0.000
FBgn0015797,0.081,0.074
FBgn0015799,0.175,0.013
FBgn0015801,0.256,0.098
FBgn0015803,0.000,0.137
FBgn0015805,0.224,0.105
FBgn0015806,0.097,0.165
FBgn0015808,0.013,0.116
FBgn0015818,0.000,0.181
FBgn0015828,0.148,0.159
FBgn0015829,0.164,0.067
FBgn0015831,0.097,0.146
FBgn0015834,0.000,0.054
FBgn0015838,0.198,0.033
FBgn0015872,0.199,0.209
FBgn0015903,0.419,0.000
FBgn0015904,0.001,0.008
FBgn0015905,0.233,0.377
FBgn0015907,0.073,0.073
FBgn0015919,0.026,0.056
FBgn0015924,0.146,0.158
FBgn0015925,0.259,0.000
FBgn0015926,0.165,0.000
FBgn0015929,0.165,0.257
FBgn0015946,0.000,0.010
FBgn0015949,0.000,0.250
FBgn0016013,0.081,0.174
FBgn0016031,0.377,0.275
FBgn0016032,0.000,0.132
FBgn0016034,0.375,0.372
FBgn0016036,0.000,0.307
FBgn0016038,0.000,0.049
FBgn0016041,0.261,0.004
FBgn0016047,0.013,0.077
FBgn0016053,0.612,0.027
FBgn0016054,0.572,0.104
FBgn0016059,0.014,0.273
FBgn0016061,0.055,0.084
FBgn0016070,0.092,0.000
FBgn0016075,0.340,0.251
FBgn0016076,0.311,0.035
FBgn0016078,0.050,0.228
FBgn0016080,0.053,0.279
FBgn0016081,0.131,0.241
FBgn0016119,0.112,0.213
FBgn0016120,0.261,0.353
FBgn0016122,0.703,0.653
FBgn0016123,0.505,0.398
FBgn0016126,0.265,0.182
FBgn0016131,0.376,0.108
FBgn0016641,0.026,0.053
FBgn0016650,0.088,0.000
FBgn0016660,0.010,0.192
FBgn0016672,0.127,0.011
FBgn0016675,0.582,0.763
FBgn0016684,0.262,0.287
FBgn0016685,0.283,0.003
FBgn0016687,0.053,0.081
FBgn0016691,0.212,0.275
FBgn0016693,0.056,0.271
FBgn0016694,0.282,0.179
FBgn0016696,0.106,0.189
FBgn0016697,0.016,0.072
FBgn0016698,0.103,0.179
FBgn0016700,0.000,0.135
FBgn0016701,0.044,0.175
FBgn0016715,0.075,0.245
FBgn0016726,0.028,0.016
FBgn0016754,0.122,0.101
FBgn0016756,0.000,0.132
FBgn0016762,0.000,0.000
FBgn0016792,0.213,0.000
FBgn0016794,0.153,0.117
FBgn0016797,0.242,0.109
FBgn0016917,0.022,0.279
FBgn0016919,0.000,0.171
FBgn0016920,0.000,0.015
FBgn0016926,0.422,0.201
FBgn0016930,0.059,0.071
FBgn0016970,0.155,0.262
FBgn0016974,0.245,0.243
FBgn0016977,0.000,0.072
FBgn0016978,0.108,0.000
FBgn0016983,0.148,0.051
FBgn0016984,0.091,0.234
FBgn0017414,0.008,0.019
FBgn0017418,0.080,0.193
FBgn0017429,0.000,0.016
FBgn0017430,0.013,0.000
FBgn0017448,0.564,0.342
FBgn0017456,0.000,0.246
FBgn0017457,0.093,0.138
FBgn0017482,0.020,0.161
FBgn0017545,0.003,0.000
FBgn0017549,0.000,0.162
FBgn0017550,0.001,0.000
FBgn0017551,0.347,0.095
FBgn0017556,0.000,0.225
FBgn0017557,0.020,0.083
FBgn0017558,0.178,0.497
FBgn0017561,0.236,0.190
FBgn0017566,0.168,0.200
FBgn0017567,0.112,0.092
FBgn0017572,0.108,0.185
FBgn0017577,0.213,0.045
FBgn0017578,0.022,0.030
FBgn0017579,0.105,0.080
FBgn0017581,0.221,0.327
FBgn0017590,0.093,0.003
FBgn0019624,0.204,0.286
FBgn0019637,0.061,0.000
FBgn0019643,0.132,0.203
FBgn0019644,0.357,0.243
FBgn0019650,0.120,0.000
FBgn0019660,0.000,0.062
FBgn0019661,0.090,0.111
FBgn0019662,0.089,0.167
FBgn0019686,0.257,0.000
FBgn0019809,0.000,0.196
FBgn0019828,0.000,0.342
FBgn0019830,0.066,0.166
FBgn0019886,0.083,0.218
FBgn0019890,0.145,0.181
FBgn0019925,0.000,0.087
FBgn0019928,0.063,0.162
FBgn0019929,0.212,0.285
FBgn0019932,0.159,0.138
FBgn0019936,0.065,0.021
FBgn0019938,0.255,0.000
FBgn0019940,0.269,0.205
FBgn0019947,0.040,0.135
FBgn0019948,0.231,0.344
FBgn0019949,0.036,0.000
FBgn0019952,0.195,0.322
FBgn0019957,0.168,0.231
FBgn0019960,0.019,0.142
FBgn0019968,0.187,0.212
FBgn0019972,0.201,0.000
FBgn0019982,0.104,0.061
FBgn0019985,0.498,0.156
FBgn0019990,0.487,0.584
FBgn0020018,0.069,0.152
FBgn0020224,0.232,0.000
FBgn0020235,0.202,0.205
FBgn0020236,0.289,0.350
FBgn0020238,0.090,0.246
FBgn0020245,0.219,0.000
FBgn0020248,0.157,0.183
FBgn0020249,0.000,0.157
FBgn0020251,0.185,0.217
FBgn0020255,0.113,0.124
FBgn0020257,0.263,0.265
FBgn0020258,0.001,0.138
FBgn0020261,0.256,0.003
FBgn0020269,0.000,0.000
FBgn0020270,0.413,0.315
FBgn0020272,0.034,0.000
FBgn0020277,0.004,0.000
FBgn0020278,0.094,0.349
FBgn0020279,0.041,0.047
